Vehicle_ID,Station_1_Weld_Torque,Station_2_Ambient_Temp,Station_3_Adhesive_Flow,Station_4_Legacy_Alignment,Station_5_Vibration,End_of_Line_Defect
1,107.48357076505616,21.85506208096695,49.041081178099084,0.508270644662415,0.5362268764618673,0
2,104.30867849414408,19.236230333306473,47.943864375071776,-0.5953202173166814,0.5634862607821057,0
3,108.23844269050346,18.86169054534563,51.00400377813312,1.561280310094737,0.5156512807563187,1
4,112.61514928204012,19.131311734787232,46.5862748756139,-1.1063414612367184,0.4117625810206678,0
5,103.82923312638331,24.994432334304513,49.464321134863376,-1.9472880225795346,0.2802814422668375,0
6,103.8293152152541,18.619946109947875,44.892737968702804,1.2184817867189692,0.6544453414864888,0
7,112.89606407753696,22.04312249956846,47.327195153283476,,0.5030883743622456,0
8,108.83717364576455,27.038396422970752,48.24573212310515,,0.5860402591401854,0
9,102.65262807032524,21.532177998184537,52.193448415258565,-0.9404109533266071,0.47346579264834066,0
10,107.71280021792982,27.15969692616156,51.37621604880854,-0.7092260933311257,0.5748429168525754,0
11,102.68291153593769,26.945604458484663,48.892130632315514,,0.5304985946365367,1
12,102.67135123214871,20.949925591598596,51.458739590259505,2.493748148675501,0.7234113731308234,0
13,106.20981135783018,26.745866161112946,51.775245926760796,2.6924679542169137,0.5948419049654816,1
14,95.43359877671101,26.973319659265208,49.678670303250556,1.6351809317662687,0.5820122402233379,1
15,96.37541083743484,22.76944710800432,47.23124371157262,0.6994068896598565,0.6078058958156942,0
16,102.18856235379513,20.52504580489822,49.58417537986777,-2.1484283878996697,0.6253627048998025,0
17,99.93584439832789,24.255249682702427,49.80421518965573,,0.5679409346535785,0
18,106.57123666297637,29.056771056002354,47.535091218339545,,0.7531912001420338,1
19,100.45987962239394,25.675400789184742,50.73409358585994,-0.6534323681289813,0.41279058614005637,0
20,97.93848149332354,20.075069971527135,50.55962370860471,2.2712167121584126,0.6292606347038794,0
21,112.32824384460777,26.19308309680224,50.890085399788376,0.08255372854581743,0.49454095969380424,0
22,103.87111849756732,23.126436327382017,50.557846194334886,,0.4399059345163766,0
23,105.33764102343962,25.098345568264477,51.459686070229964,0.9607283455034442,0.5334429977547135,0
24,97.87625906893271,26.808768420277296,49.64134394425394,1.8993820442674672,0.7278232874483094,1
25,102.27808637737408,24.179368218173337,50.403570214741904,-0.07349395296081662,0.3661606316800201,0
26,105.55461294854933,27.767807694879703,49.204519431508935,1.8495765067281207,0.7323565578413903,1
27,99.24503211288848,26.665866951799533,48.8310015687561,-2.5017412716256304,0.28877285176689954,1
28,106.87849009172837,25.380880080222127,52.67649926152415,-2.0783463958490542,0.4814710959496276,0
29,101.99680655040598,19.809513789988216,45.91246259694701,0.30729646212853134,0.4289317768595059,0
30,103.54153125103362,28.031389330938822,51.75351997830853,0.7156720917262975,0.5976183303193818,0
31,101.99146693885301,29.230867023837792,48.75891824910868,2.034868302888418,0.5054846990926913,1
32,114.26139092254469,19.643581485711536,48.49992364471376,0.9583867001228411,0.6515674291484694,0
33,104.93251387631032,23.858893553201167,50.52315496813081,-1.7904436340475645,0.49500236489133453,0
34,99.71144535522049,21.106664903646053,47.02078077529799,0.3195684331115789,0.45590967922902914,0
35,109.11272456051594,27.054279689106774,48.3679538561076,0.9010911679322238,0.6028630092955624,0
36,98.89578175014489,26.6595556320564,48.30172070697402,,0.4541757149299611,1
37,106.04431797502377,19.690621446844784,49.55720348362981,,0.40439558440728246,0
38,95.20164938060113,28.524327255139646,48.39172462367862,,0.3714310247787864,0
39,98.35906975550785,20.171676767736027,53.202237371278535,-0.9820396106186178,0.3437675463721812,0
40,105.98430617934562,27.56710830777729,53.59403303299591,0.7481655776290085,0.41610800884389076,0
41,108.69233289997705,23.483764315536057,45.956012954503876,-1.724522289836886,0.3061646009067969,0
42,105.85684140594985,21.939267522697815,51.08864540953147,0.6253192680054742,0.6237447843156056,0
43,104.4217585880588,19.898871152090564,51.71732687815515,,0.5977468168170665,0
44,103.49448152205356,20.011371073759552,51.08597040478221,1.6256449653914604,0.41168202955041183,0
45,97.60739004816287,25.942686656410803,48.68377301381661,,0.36472685674992944,0
46,101.40077895802645,24.605164655365446,49.51180887568292,-2.257851327531821,0.27132377475108055,0
47,102.69680614520107,19.465025059814792,48.50345069044461,0.4183554110085178,0.6070707902013106,0
48,110.28561113109458,19.352374325259902,49.15947193768234,,0.43356508384131415,0
49,106.71809144784231,18.8677268972735,47.580069942665645,,0.563256027404974,0
50,96.18479922318633,26.925208168482527,49.7704223567309,0.687747714364398,0.5514038924952779,0
51,106.62041984697397,26.54258502275147,46.994396577389864,0.08724256755627227,0.5650113391909501,0
52,103.07458859791842,18.7011718902549,49.59973089154372,-0.2592419335146232,0.3916680600004253,0
53,101.6153899984702,24.723240907163675,47.50283662180047,,0.3821537699238994,0
54,108.05838144420434,19.016113862912277,50.41363272358281,0.845822329431896,0.4520515680075703,0
55,110.15499761247976,28.844949247307298,48.64116087811422,-0.11871753940619688,0.6184688622415684,0
56,109.65640059558099,28.88540903016159,50.58116069574908,-0.11747052514415239,0.4509906600555992,0
57,100.80391238388681,26.37879587775756,52.16316145672956,0.14166498824798307,0.434899429686159,0
58,103.45393812074393,29.114267057273402,53.178893872209414,0.3318187948758683,0.5114583903588792,0
59,106.65631715701782,27.73743636496429,44.94399082195902,-2.6088834688762823,0.34880089355949506,1
60,109.8777256356118,27.942462911124593,48.33161181225243,,0.6316260648644202,1
61,102.60412881077355,24.8364942068392,49.393827845775974,-1.2696665622238839,0.5581213944816946,0
62,104.07170511668092,21.67271037859411,50.920655636762966,-0.20704829620294102,0.6120099102921029,0
63,99.46832512996986,20.61358938139706,46.699290991690944,,0.5582521329906491,0
64,99.01896687959665,21.92640026446715,48.03581518639957,2.6691728884051704,0.663970007735024,0
65,109.06262911197099,25.541945161068746,50.26071440531422,-2.5507416579395876,0.5213129081320655,0
66,111.78120014285412,20.071878429988786,50.16977648305333,0.04536724151197333,0.6549682429130992,0
67,104.63994939209833,21.10368283964786,50.75523681284019,,0.4328778734180992,0
68,110.01766448946012,23.616730353545574,50.88735145377623,-2.2612950392871696,0.44615976969997595,0
69,106.80818012523817,20.796601182295387,50.677188866231724,,0.6025149096085451,0
70,101.77440122697438,25.06372403659274,50.387310633262985,0.17439401612125932,0.601358455250533,0
71,106.80697802754207,29.078112341475958,50.11147954665274,0.29123939354249484,0.6389237264609036,0
72,112.69018283232984,26.977072388437517,51.32952617944873,-1.3763293775129024,0.3270859301949343,1
73,104.82086980445024,25.997119369786958,45.52135466687155,0.6193299650720226,0.4618986677501436,0
74,112.82321827907003,24.992657711805343,53.088666973942466,1.2573359345849062,0.6536276723600046,0
75,91.90127447955128,23.85537491108478,45.591035898239355,0.19094682558890053,0.5243504167644437,0
76,109.10951252187611,20.238766315615916,47.84167636619102,-0.7709038514445803,0.23873068667218952,0
77,105.43523534119086,28.736525465122387,49.54647840669971,-0.6541039770695465,0.30066655693194266,0
78,103.50496324767066,20.982432024154036,51.34522578217968,0.33059356068894835,0.5827869921643453,0
79,105.45880388267751,19.095706530937928,44.00946621840077,0.0731960675709441,0.5875708956357125,0
80,95.06215542699553,27.000182150744344,49.94375135211633,,0.4329128885059282,1
81,103.90164056081244,20.107386411973998,51.58479007883147,-0.7203874312862488,0.5738973846484717,0
82,106.78556285755873,22.462751994494113,51.989036232056954,,0.38890672168527296,0
83,112.38947022370758,18.339419139491756,48.60534068300508,,0.42470654282023457,0
84,102.40864890863176,19.644815310485377,49.39832942608994,,0.40815567202024483,0
85,100.95753198553406,20.078443569118946,48.76770374221474,1.1755229235545503,0.43650182357284717,0
86,102.49121478207732,18.652921533002136,49.21465069294783,0.011307945686401012,0.43897429894621376,0
87,109.57701058851038,25.87988347947414,47.93634689854313,0.9822198065472336,0.36222119323849933,1
88,106.64375554829843,28.044093549637406,48.221495675058165,-1.5214755700961817,0.4165429265953793,1
89,102.3511989811648,22.479784876391292,50.868753844056734,0.21507939484473165,0.5694658385350365,0
90,107.56633716556678,28.49491772061841,50.26323074654548,-1.0488948110758745,0.3128127627003369,0
91,105.4853877467402,20.560158894721518,50.983173015180945,-1.8305604796143302,0.4101740030815782,0
92,109.84322495266444,21.904685082734872,50.42802877940167,,0.354951706327032,0
93,101.48973453061323,19.80884391637402,51.408677202295195,,0.5260443016532343,0
94,103.36168926701116,25.446710345027984,51.75642799630999,,0.3619113803968985,0
95,103.0394592343392,23.038435090443684,46.51656676026779,-0.8564105992389891,0.5283683548429503,0
96,97.68242525933941,25.359400162102784,48.29138069917128,-1.9073103754173348,0.22285882148383124,0
97,106.48060138532288,27.140098864730202,49.537248085019925,0.19721613374500324,0.4888667720649108,1
98,106.30527636089944,24.548436192395382,49.954644949025315,0.043770991016512016,0.4312967379025557,0
99,105.02556728321231,25.531564258821454,48.659818852363934,-0.738079518015297,0.427025731418349,1
100,103.82706433312427,29.223003772731996,51.82404734197661,-0.24183519876918985,0.33496916438379704,0
101,97.92314628974793,21.588771715306116,53.9598967365812,1.4643406289948562,0.7392307955011209,0
102,102.89677338617321,22.309967263607437,50.37232391116347,1.0060586480987648,0.42164662464390457,0
103,103.28642741736616,26.612440340512045,50.16868206439642,,0.42305190491795724,0
104,100.9886136538919,25.33566620466464,51.698912510208665,-1.7755181767803454,0.5907061496695345,0
105,104.19357144166996,20.142394854476578,46.26832048959313,4.329822092572984,0.7487612682362156,0
106,107.02025428407269,22.513767720125884,50.05693788087682,1.5768783154113328,0.4534182634245068,0
107,114.43092950605265,23.614056157496577,51.95807165093503,0.7755428447863076,0.5258983746489309,1
108,105.8728890641592,23.03267805562067,48.71369200559778,-1.7464676615958143,0.38910366999162943,0
109,106.28775195361382,20.13929769986449,47.54687884019607,1.4215951691011612,0.40231467469759497,0
110,104.62777042116916,29.093161101411148,49.628388779800446,-0.7516927654489922,0.3865891023257275,0
111,95.4061439235048,27.14782514032771,49.87862913359616,-0.29140620695394825,0.48279161846477253,0
112,104.86743062275391,23.776269985294228,48.182695436169084,-2.5211689140889244,0.500583344879309,0
113,105.30115104970513,26.16073233968204,54.1923225521019,-1.8622246289107638,0.3880057842318589,1
114,117.31621056242643,28.76739206562626,49.04260723798411,0.6578197482407024,0.5215264666506344,0
115,104.03819517609439,19.634089708338855,47.69268129714686,1.5093520129057347,0.4939509335492668,0
116,106.50773671166806,21.00447660848373,49.81275736185878,1.0273566296925527,0.6609569096054511,0
117,104.82644115147379,24.512414967079742,51.81572127540898,0.9762284951144231,0.6390435999058164,0
118,99.15660981190234,27.588124456228304,50.034828497996465,,0.5740759930261738,0
119,110.7141140725751,18.435058745298328,50.97118784008801,-0.6100605230493181,0.4806808603544922,0
120,108.75966516343387,29.808217802356324,48.25697881133369,0.4333427153480903,0.36180977957703686,1
121,108.95515973521523,23.458879234588764,52.97537689280703,1.2321124846504108,0.6702726141168242,0
122,100.4530627260263,22.310773687460674,51.12342205583688,0.007293382400387007,0.5060976439137975,0
123,112.0139715546805,21.512693254077263,52.09540313775522,1.8153780298701072,0.559909749344871,0
124,97.9907446860386,20.09228049181046,50.73032126495034,-0.3226038957240115,0.5287157114030626,0
125,107.93428546900135,27.498886907160333,51.649768075457565,,0.44889805023559776,1
126,115.95227812904989,29.464969976953157,48.25389488064555,-0.015543363061501208,0.392303032490735,0
127,100.04731837434656,22.96373705814478,49.01717916662088,0.15895841738935262,0.47586813472086315,0
128,102.16851135198614,29.429048337041475,52.69296119111206,,0.30343846571270305,0
129,105.4982568254382,27.88557138522041,53.11948389456793,,0.6046518305260654,1
130,102.48262172941901,23.77261352971582,47.705868800561845,1.2079529710860584,0.693410425284417,0
131,97.24668284466934,26.088314149513593,50.49947213572762,-2.1464114829325647,0.21311791210652428,1
132,105.34281487403014,23.219810150045554,49.138112399029545,,0.627940333046019,0
133,99.68848143136948,24.704680898550627,48.605937061270275,-4.112125591243759,0.3612415738172644,0
134,107.36796215317591,18.696556044222046,50.5696793907109,3.2265365592787463,0.7429625263363839,1
135,100.40287882883098,26.3551617036064,52.281925864730816,,0.40383311040114644,0
136,112.7496720250877,18.63389573380964,50.90332494656839,-0.2843516049772503,0.37555934678463715,0
137,101.08373353831881,27.805019363035793,49.36097510016193,,0.43679358556472364,0
138,103.38969241897162,27.89936315352669,51.02972235987032,0.5778081492602707,0.6479775104589587,0
139,109.06758608684835,20.844927450674575,49.2800476528382,-0.0003948019002645827,0.32902469537259044,0
140,98.84567841783023,21.883953372429602,50.8242286014612,,0.3683986613320239,0
141,106.13729967302065,23.77572454269952,52.79293140091146,1.963377464034278,0.5522919247491358,0
142,111.53571377141213,25.159954883189776,45.84568068139834,,0.4448525841901001,0
143,96.96258382719387,21.44824394090396,51.59450459708007,,0.42392243738078905,1
144,105.92316929266153,25.1098368555831,46.921890156859064,,0.6970031375180548,0
145,106.29941397124212,21.573444878751587,52.456655421088925,0.7861605047750087,0.4189261805579261,0
146,108.90911435888655,18.66588865285273,48.72594878025428,,0.44446785293163193,0
147,98.81524644560959,18.030330597982907,47.56465724478703,1.1882076395432422,0.5585852850371145,0
148,98.39771693457863,19.213812695021144,51.390538454177495,-0.23635890183455965,0.454723430051476,0
149,107.60970782808448,27.507008401968218,50.72834012628482,,0.3255319919824953,0
150,106.48492336616593,29.537175748600045,48.001626194076685,,0.41754896397484087,0
